,Company Name,Ticker
4729,Malacca Straits Acquisition Company Limited Units,MLACU
4730,Malacca Straits Acquisition Company Limited Warrants,MLACW
4731,Melco Resorts & Entertainment Limited American Depositary Shares,MLCO
4732,Herman Miller Inc. Common Stock,MLHR
4733,Mueller Industries Inc. Common Stock,MLI
4734,Martin Marietta Materials Inc. Common Stock,MLM
4735,MeridianLink Inc. Common Stock,MLNK
4736,Maui Land & Pineapple Company Inc. Common Stock,MLP
4737,Miller Industries Inc. Common Stock,MLR
4738,Milestone Scientific Inc. Common Stock,MLSS
4739,Malvern Bancorp Inc. Common Stock,MLVF
4740,Meta Materials Inc. Common Stock,MMAT
4741,Marsh & McLennan Companies Inc. Common Stock,MMC
4742,MainStay MacKay DefinedTerm Municipal Opportunities Fund,MMD
4743,Marcus & Millichap Inc. Common Stock,MMI
4744,Martin Midstream Partners L.P. Limited Partnership,MMLP
4745,3M Company Common Stock,MMM
4746,MamaMancini's Holdings Inc. Common Stock,MMMB
4747,Magellan Midstream Partners L.P. Limited Partnership,MMP
4748,Maximus Inc. Common Stock,MMS
4749,Merit Medical Systems Inc. Common Stock,MMSI
4750,MFS Multimarket Income Trust Common Stock,MMT
4751,Western Asset Managed Municipals Fund Inc. Common Stock,MMU
4752,Maverix Metals Inc. Common Shares,MMX
4753,MakeMyTrip Limited Ordinary Shares,MMYT
4754,Manning & Napier Inc. Class A Common Stock,MN
4755,MIND C.T.I. Ltd. Ordinary Shares,MNDO
4756,Mandiant Inc. Common Stock,MNDT
4757,monday.com Ltd. Ordinary Shares,MNDY
4758,MannKind Corporation Common Stock,MNKD
4759,Mind Medicine (MindMed) Inc. Subordinate Voting Shares,MNMD
4760,Medicinova Inc Common Stock,MNOV
4761,Western Asset Municipal Partners Fund Inc. Common Stock,MNP
4762,Monopar Therapeutics Inc. Common Stock,MNPR
4763,Monmouth Real Estate Investment Corporation Class A Common Stock,MNR
4764,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,MNR^C
4765,Brigham Minerals Inc. Class A Common Stock,MNRL
4766,Monro Inc. Common Stock,MNRO
4767,MainStreet Bancshares Inc. Common Stock,MNSB
4768,MainStreet Bancshares Inc. Depositary Shares,MNSBP
4769,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,MNSO
4770,Monster Beverage Corporation,MNST
4771,Montauk Renewables Inc. Common Stock,MNTK
4772,Momentus Inc. Class A Common Stock,MNTS
4773,Momentus Inc. Warrant,MNTSW
4774,Momentive Global Inc. Common Stock,MNTV
4775,Manitex International Inc. Common Stock,MNTX
4776,Altria Group Inc.,MO
4777,Modine Manufacturing Company Common Stock,MOD
4778,Model N Inc. Common Stock,MODN
4779,ModivCare Inc. Common Stock,MODV
4780,MidWestOne Financial Gp Common Stock,MOFG
4781,Mogo Inc. Common Shares,MOGO
4782,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),MOGU
4783,Molina Healthcare Inc Common Stock,MOH
4784,ECMOHO Limited American Depositary Shares,MOHO
4785,Molecular Partners AG American Depositary Shares,MOLN
4786,Hello Group Inc. American Depositary Shares,MOMO
4787,Monument Circle Acquisition Corp. Class A Common Stock,MON
4788,Monument Circle Acquisition Corp. Unit,MONCU
4789,Monument Circle Acquisition Corp. Warrant,MONCW
4790,MorphoSys AG American Depositary Shares,MOR
4791,Morphic Holding Inc. Common Stock,MORF
4792,Morningstar Inc. Common Stock,MORN
4793,Mosaic Company (The) Common Stock,MOS
4794,MoSys Inc. Common Stock,MOSY
4795,Motion Acquisition Corp. Class A Common Stock,MOTN
4796,Motion Acquisition Corp. Unit,MOTNU
4797,Motion Acquisition Corp. Warrants to purchase one Class A common,MOTNW
4798,Motus GI Holdings Inc. Common Stock,MOTS
4799,Motive Capital Corp Class A Ordinary Shares,MOTV
4800,Movado Group Inc. Common Stock,MOV
4801,Movano Inc. Common Stock,MOVE
4802,Moxian (BVI) Inc Ordinary Shares,MOXC
4803,MP Materials Corp. Common Stock,MP
4804,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,MPA
4805,Motorcar Parts  of America Inc. Common Stock,MPAA
4806,Model Performance Acquisition Corp. Class A Ordinary Share,MPAC
4807,Model Performance Acquisition Corp. Right,MPACR
4808,Model Performance Acquisition Corp. Units,MPACU
4809,Model Performance Acquisition Corp. Warrant,MPACW
4810,Mid Penn Bancorp Common Stock,MPB
4811,Marathon Petroleum Corporation Common Stock,MPC
4812,MultiPlan Corporation Class A Common Stock,MPLN
4813,MPLX LP Common Units Representing Limited Partner Interests,MPLX
4814,Barings Participation Investors Common Stock,MPV
4815,Medical Properties Trust Inc. common stock,MPW
4816,Monolithic Power Systems Inc. Common Stock,MPWR
4817,Marine Products Corporation Common Stock,MPX
4818,Marqeta Inc. Class A Common Stock,MQ
4819,Blackrock MuniYield Quality Fund II Inc. Common Stock,MQT
4820,Blackrock MuniYield Quality Fund Inc. Common Stock,MQY
4821,Everspin Technologies Inc. Common Stock,MRAM
4822,Meridian Corporation Common Stock,MRBK
4823,MRC Global Inc. Common Stock,MRC
4824,Monroe Capital Corporation Common Stock,MRCC
4825,Mercury Systems Inc Common Stock,MRCY
4826,Mereo BioPharma Group plc American Depositary Shares,MREO
4827,Marin Software Incorporated Common Stock,MRIN
4828,Merck & Company Inc. Common Stock (new),MRK
4829,Marker Therapeutics Inc. Common Stock,MRKR
4830,Marlin Business Services Corp. Common Stock,MRLN
4831,MEDIROM Healthcare Technologies Inc. American Depositary Share,MRM
4832,Moderna Inc. Common Stock,MRNA
4833,Marinus Pharmaceuticals Inc. Common Stock,MRNS
4834,Marathon Oil Corporation Common Stock,MRO
4835,Mersana Therapeutics Inc. Common Stock,MRSN
4836,Marten Transport Ltd. Common Stock,MRTN
4837,Mirati Therapeutics Inc. Common Stock,MRTX
4838,Merus N.V. Common Shares,MRUS
4839,Maravai LifeSciences Holdings Inc. Class A Common Stock,MRVI
4840,Marvell Technology Inc. Common Stock,MRVL
4841,Morgan Stanley Common Stock,MS
4842,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,MS^A
4843,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,MS^E
4844,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,MS^F
4845,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),MS^I
4846,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,MS^K
4847,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,MS^L
4848,MSA Safety Incorporated Common Stock,MSA
4849,Medicus Sciences Acquisition Corp. Class A Ordinary Share,MSAC
4850,Medicus Sciences Acquisition Corp. Warrant,MSACW
4851,Mesabi Trust Common Stock,MSB
4852,Midland States Bancorp Inc. Common Stock,MSBI
4853,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,MSC
4854,MSCI Inc Common Stock,MSCI
4855,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,MSD
4856,MSD Acquisition Corp. Class A Ordinary Shares,MSDA
4857,MSD Acquisition Corp. Unit,MSDAU
4858,MSD Acquisition Corp. Warrant,MSDAW
4859,Middlesex Water Company Common Stock,MSEX
4860,Microsoft Corporation Common Stock,MSFT
4861,Madison Square Garden Entertainment Corp. Class A Common Stock ,MSGE
4862,Motorsport Games Inc. Class A Common Stock,MSGM
4863,Madison Square Garden Sports Corp. Class A Common Stock (New),MSGS
4864,Motorola Solutions Inc. Common Stock,MSI
4865,MSC Industrial Direct Company Inc. Common Stock,MSM
4866,Emerson Radio Corporation Common Stock,MSN
4867,MISONIX Inc. Common Stock (DE),MSON
4868,Datto Holding Corp. Common Stock,MSP
4869,MicroStrategy Incorporated Common Stock Class A,MSTR
4870,Mid-Southern Bancorp Inc. Common Stock,MSVB
4871,Arcelor Mittal NY Registry Shares NEW,MT
4872,Metalla Royalty & Streaming Ltd. Common Shares,MTA
4873,MedTech Acquisition Corporation Class A Common Stock,MTAC
4874,MedTech Acquisition Corporation Unit,MTACU
4875,MedTech Acquisition Corporation Warrant,MTACW
4876,Metals Acquisition Corp Class A Ordinary Shares,MTAL
4877,M&T Bank Corporation Common Stock,MTB
4878,CareCloud Inc. Common Stock,MTBC
4879,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,MTBCP
4880,MMTec Inc. Common Shares,MTC
4881,Match Group Inc. Common Stock,MTCH
4882,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,MTCN
4883,Metacrine Inc. Common Stock,MTCR
4884,Mettler-Toledo International Inc. Common Stock,MTD
4885,Matador Resources Company Common Stock,MTDR
4886,Molecular Templates Inc. Common Stock,MTEM
4887,Mannatech Incorporated Common Stock,MTEX
4888,MGIC Investment Corporation Common Stock,MTG
4889,Meritage Homes Corporation Common Stock,MTH
4890,Mechel PAO American Depositary Shares (Each rep. 1 common shares),MTL
4891,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),MTL^
4892,Materialise NV American Depositary Shares,MTLS
4893,Vail Resorts Inc. Common Stock,MTN
4894,Matinas Biopharma Holdings Inc. Common Stock,MTNB
4895,Meritor Inc. Common Stock,MTOR
4896,Midatech Pharma PLC American Depositary Shs,MTP
4897,Mesa Royalty Trust Common Stock,MTR
4898,Materion Corporation,MTRN
4899,Matrix Service Company Common Stock,MTRX
4900,Monterey Bio Acquisition Corporation Unit,MTRYU
4901,MACOM Technology Solutions Holdings Inc. Common Stock,MTSI
4902,Matterport Inc. Class A Common Stock,MTTR
4903,Matterport Inc. Warrant,MTTRW
4904,Manitowoc Company Inc. (The) Common Stock,MTW
4905,Minerals Technologies Inc. Common Stock,MTX
4906,MasTec Inc. Common Stock,MTZ
4907,Micron Technology Inc. Common Stock,MU
4908,Blackrock MuniAssets Fund Inc Common Stock,MUA
4909,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,MUC
4910,Mudrick Capital Acquisition Corporation II Class A Common Stock,MUDS
4911,Mudrick Capital Acquisition Corporation II Unit,MUDSU
4912,Mudrick Capital Acquisition Corporation II Warrant,MUDSW
4913,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,MUE
4914,Mitsubishi UFJ Financial Group Inc. Common Stock,MUFG
4915,BlackRock Municipal Income Fund Inc. Common Stock,MUI
4916,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,MUJ
4917,Murphy Oil Corporation Common Stock,MUR
4918,Murphy USA Inc. Common Stock,MUSA
4919,McEwen Mining Inc. Common Stock,MUX
4920,MVB Financial Corp. Common Stock,MVBF
4921,Blackrock MuniVest Fund Inc. Common Stock,MVF
4922,MicroVision Inc. Common Stock,MVIS
4923,MV Oil Trust Units of Beneficial Interests,MVO
4924,Microvast Holdings Inc. Common Stock,MVST
4925,Microvast Holdings Inc. Warrants,MVSTW
4926,Blackrock MuniVest Fund II Inc.  Common Stock,MVT
4927,MUELLER WATER PRODUCTS Common Stock,MWA
4928,Magnachip Semiconductor Corporation Common Stock,MX
4929,Mexco Energy Corporation Common Stock,MXC
4930,MaxCyte Inc. Common Stock,MXCT
4931,Mexico Equity and Income Fund Inc. (The) Common Stock,MXE
4932,Mexico Fund Inc. (The) Common Stock,MXF
4933,MaxLinear Inc. Common Stock,MXL
4934,Blackrock MuniYield California Fund Inc. Common Stock,MYC
4935,Blackrock MuniYield Fund Inc.  Common Stock,MYD
4936,Myers Industries Inc. Common Stock,MYE
4937,First Western Financial Inc. Common Stock,MYFW
4938,Myriad Genetics Inc. Common Stock,MYGN
4939,Blackrock MuniYield Quality Fund III Inc Common Stock,MYI
4940,Blackrock MuniYield New Jersey Fund Inc Common Stock,MYJ
4941,MyMD Pharmaceuticals Inc. Common Stock,MYMD
4942,Blackrock MuniYield New York Quality Fund Inc.Common Stock,MYN
4943,Myomo Inc. Common Stock,MYO
4944,Myovant Sciences Ltd. Common Shares,MYOV
4945,PLAYSTUDIOS Inc.  Class A Common Stock,MYPS
4946,PLAYSTUDIOS Inc. Warrant,MYPSW
4947,MYR Group Inc. Common Stock,MYRG
4948,My Size Inc. Common Stock,MYSZ
4949,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,MYTE
4950,North Atlantic Acquisition Corporation Class A Ordinary Share,NAAC
4951,North Atlantic Acquisition Corporation Unit,NAACU
4952,North Atlantic Acquisition Corporation Warrant,NAACW
4953,N-able Inc. Common Stock,NABL
4954,Nuveen California Quality Municipal Income Fund,NAC
4955,Nuveen Quality Municipal Income Fund Common Stock,NAD
4956,Natural Alternatives International Inc. Common Stock,NAII
4957,Northern Dynasty Minerals Ltd. Common Stock,NAK
4958,Naked Brand Group Limited Ordinary Shares,NAKD
4959,Nuveen New York Quality Municipal Income Fund Common Stock,NAN
4960,NanoVibronix Inc. Common Stock,NAOV
4961,The Duckhorn Portfolio Inc. Common Stock,NAPA
4962,Inari Medical Inc. Common Stock,NARI
4963,Nordic American Tankers Limited Common Stock,NAT
4964,Nathan's Famous Inc. Common Stock,NATH
4965,National Instruments Corporation Common Stock,NATI
4966,Nature's Sunshine Products Inc. Common Stock,NATR
4967,Nautilus Biotechnolgy Inc. Common Stock,NAUT
4968,Navidea Biopharmaceuticals Inc. Common Stock,NAVB
4969,Navient Corporation Common Stock,NAVI
4970,Nuveen Arizona Quality Municipal Income Fund Common Stock,NAZ
4971,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,NBB
4972,NewAge Inc. Common Stock (Delaware),NBEV
4973,Neuberger Berman Municipal Fund Inc. Common Stock,NBH
4974,National Bank Holdings Corporation Common Stock,NBHC
4975,Neurocrine Biosciences Inc. Common Stock,NBIX
4976,Northeast Bank Common Stock,NBN
4977,Neuberger Berman New York Municipal Fund Inc. Common Stock,NBO
4978,Nabors Industries Ltd.,NBR
4979,Nabriva Therapeutics plc Ordinary Shares Ireland,NBRV
4980,NeuBase Therapeutics Inc.  Common Stock,NBSE
4981,Newbury Street Acquisition Corporation Common Stock,NBST
4982,Newbury Street Acquisition Corporation Units,NBSTU
4983,Newbury Street Acquisition Corporation Warrants,NBSTW
4984,NBT Bancorp Inc. Common Stock,NBTB
4985,Nanobiotix S.A. American Depositary Shares,NBTX
4986,Neuberger Berman California Municipal Fund Inc Common Stock,NBW
4987,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,NBXG
4988,NovaBay Pharmaceuticals Inc. Common Stock,NBY
4989,NACCO Industries Inc. Common Stock,NC
4990,Nuveen California Municipal Value Fund,NCA
4991,Newcourt Acquisition Corp Unit,NCACU
4992,Nicolet Bankshares Inc. Common Stock,NCBS
4993,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,NCLH
4994,National CineMedia Inc. Common Stock,NCMI
4995,NuCana plc American Depositary Share,NCNA
4996,nCino Inc. Common Stock,NCNO
4997,NCR Corporation Common Stock,NCR
4998,NCS Multistage Holdings Inc. Common Stock,NCSM
4999,The9 Limited American Depository Shares,NCTY
5000,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,NCV
5001,Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,NCV^A
5002,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,NCZ
5003,Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,NCZ^A
5004,NightDragon Acquisition Corp. Class A Common stock,NDAC
5005,NightDragon Acquisition Corp. SCALE Units,NDACU
5006,NightDragon Acquisition Corp. Warrants to purchase Class A common stock,NDACW
5007,Nasdaq Inc. Common Stock,NDAQ
5008,Noodles & Company Class A Common Stock,NDLS
5009,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,NDMO
5010,Tortoise Energy Independence Fund Inc. Common Stock,NDP
5011,ENDRA Life Sciences Inc. Common Stock,NDRA
5012,ENDRA Life Sciences Inc. Warrants,NDRAW
5013,Nordson Corporation Common Stock,NDSN
5014,Noble Corporation plc Ordinary Shares,NE
5015,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NEA
5016,NorthEast Community Bancorp Inc. Common Stock,NECB
5017,NextEra Energy Inc. Common Stock,NEE
5018,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,NEE^K
5019,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,NEE^N
5020,NextEra Energy Inc. 4.872% Corporate Units,NEE^O
5021,NextEra Energy Inc. 5.279% Corporate Units,NEE^P
5022,NextEra Energy Inc. 6.219% Corporate Units,NEE^Q
5023,Newegg Commerce Inc. Common Shares,NEGG
5024,Newmont Corporation,NEM
5025,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,NEN
5026,NeoGenomics Inc. Common Stock,NEO
5027,Neogen Corporation Common Stock,NEOG
5028,Neonode Inc. Common Stock,NEON
5029,NextEra Energy Partners LP Common Units representing limited partner interests,NEP
5030,Nephros Inc. Common Stock,NEPH
5031,Neptune Wellness Solutions Inc. Ordinary Shares,NEPT
5032,Minerva Neurosciences Inc Common Stock,NERV
5033,Nuverra Environmental Solutions Inc. Common Stock,NES
5034,National Energy Services Reunited Corp. Ordinary Shares,NESR
5035,National Energy Services Reunited Corp. Warrant,NESRW
5036,Cloudflare Inc. Class A Common Stock,NET
5037,Net Element Inc. Common Stock,NETE
5038,Eneti Inc. Common Stock,NETI
5039,NewMarket Corp Common Stock,NEU
5040,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,NEV
5041,Puxin Limited American Depositary Shares each representing two Ordinary Shares,NEW
5042,New Pacific Metals Corp. Common Shares,NEWP
5043,New Relic Inc. Common Stock,NEWR
5044,Newtek Business Services Corp. Common Stock (Maryland),NEWT
5045,Newtek Business Services Corp. 5.75% Notes due 2024,NEWTL
5046,Newtek Business Services Corp. 5.50% Notes Due 2026,NEWTZ
5047,NexTier Oilfield Solutions Inc. Common Stock,NEX
5048,Nexa Resources S.A. Common Shares,NEXA
5049,NexImmune Inc. Common Stock,NEXI
5050,NextDecade Corporation Common Stock,NEXT
5051,Northfield Bancorp Inc. Common Stock (Delaware),NFBK
5052,New Fortress Energy Inc. Class A Common Stock,NFE
5053,National Fuel Gas Company Common Stock,NFG
5054,New Found Gold Corp Common Shares,NFGC
5055,New Frontier Health Corporation Ordinary Shares,NFH
5056,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,NFJ
5057,Netflix Inc. Common Stock,NFLX
5058,Novagold Resources Inc.,NG
5059,Northern Genesis Acquisition Corp. II Common Stock,NGAB
5060,Northern Genesis Acquisition Corp. III Common Stock,NGC
5061,NextGen Acquisition Corp. II Class A Ordinary Shares,NGCA
5062,NextGen Acquisition Corp. II Units,NGCAU
5063,NextGen Acquisition Corp. II Warrant,NGCAW
5064,New Gold Inc.,NGD
5065,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,NGG
5066,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,NGL
5067,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,NGL^B
5068,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,NGL^C
5069,NGM Biopharmaceuticals Inc. Common Stock,NGM
5070,NeoGames S.A. Ordinary Shares,NGMS
5071,Natural Gas Services Group Inc. Common Stock,NGS
5072,Natural Grocers by Vitamin Cottage Inc. Common Stock,NGVC
